Gene.stable.ID,Gene.name
ENSMUSG00000043629,1700019D03RIK
ENSMUSG00000004415,COL26A1
ENSMUSG00000097196,GM26665
ENSMUSG00000049420,TMEM200A
ENSMUSG00000106526,GM42604
ENSMUSG00000102890,GM7626
ENSMUSG00000022748,CMSS1
ENSMUSG00000102484,GM37923
ENSMUSG00000075270,PDE11A
ENSMUSG00000107385,C330024D21RIK
ENSMUSG00000083227,GM11546
ENSMUSG00000008333,SNRPB2
ENSMUSG00000033128,GGA1
ENSMUSG00000081478,AA623943
ENSMUSG00000021681,AGGF1
ENSMUSG00000095893,OLFR884
ENSMUSG00000039098,GM9767
ENSMUSG00000107597,GM44764
ENSMUSG00000023075,AKIRIN1
ENSMUSG00000029564,4930519G04RIK
ENSMUSG00000108084,GM7932
ENSMUSG00000096424,OLFR885
ENSMUSG00000090963,GM17655
ENSMUSG00000106947,1700025A08RIK
ENSMUSG00000093962,GM11756
ENSMUSG00000043336,FILIP1L
ENSMUSG00000109771,GM35315
ENSMUSG00000014353,TMEM87B
ENSMUSG00000048109,RBM15
ENSMUSG00000054764,MTNR1A
ENSMUSG00000098067,GM26943
ENSMUSG00000109326,GM9165
ENSMUSG00000112808,GM4739
ENSMUSG00000059401,MAMLD1
ENSMUSG00000016018,MTREX
ENSMUSG00000116301,GM49547
ENSMUSG00000028019,PDGFC
ENSMUSG00000005980,DNASE1
ENSMUSG00000030168,ADIPOR2
ENSMUSG00000033220,RAC2
ENSMUSG00000002997,PRKAR2B
ENSMUSG00000074218,COX7A1
ENSMUSG00000035171,1110059E24RIK
ENSMUSG00000023106,DENR
ENSMUSG00000023176,CPN2
ENSMUSG00000037119,FAM91A1
ENSMUSG00000085106,GM16000
ENSMUSG00000116877,4921517D16RIK
ENSMUSG00000110602,OLFR886-PS1
ENSMUSG00000092528,NLRP1C-PS
ENSMUSG00000116789,GM49579
ENSMUSG00000085316,D330050G23RIK
ENSMUSG00000018572,PHF23
ENSMUSG00000115467,VMN1R37
ENSMUSG00000085926,GM12299
ENSMUSG00000082194,GM12444
ENSMUSG00000112477,GM48657
ENSMUSG00000081483,GM12445
ENSMUSG00000024172,ST6GAL2
ENSMUSG00000112473,GM48658
ENSMUSG00000085115,GM11197
ENSMUSG00000031487,BRF2
ENSMUSG00000114122,GM48712
ENSMUSG00000030760,ACER3
ENSMUSG00000049489,CCNQ
ENSMUSG00000080816,GM12447
ENSMUSG00000050144,SLC25A44
ENSMUSG00000070990,FOXE1
ENSMUSG00000021680,CRHBP
ENSMUSG00000087383,GM12446
ENSMUSG00000021250,FOS
ENSMUSG00000107108,GM9936
ENSMUSG00000103329,GM42492
ENSMUSG00000080707,GM13823
ENSMUSG00000099470,GM29340
ENSMUSG00000102247,GM37715
ENSMUSG00000074930,GM13981
ENSMUSG00000022034,ESCO2
ENSMUSG00000110231,GM6329
ENSMUSG00000061882,CCDC62
ENSMUSG00000086264,GM15850
ENSMUSG00000019837,GTF3C6
ENSMUSG00000038072,GALNT11
ENSMUSG00000029868,TRPV6
ENSMUSG00000110260,GM30504
ENSMUSG00000022557,BOP1
ENSMUSG00000114988,GM49226
ENSMUSG00000114704,GM48003
ENSMUSG00000115108,GM49228
ENSMUSG00000075245,GM6043
ENSMUSG00000115469,GM49227
ENSMUSG00000005514,POR
ENSMUSG00000045776,LRTM1
ENSMUSG00000115518,GM10791
ENSMUSG00000063870,CHD4
ENSMUSG00000103958,GM8023
ENSMUSG00000029811,AOC1
ENSMUSG00000115544,GM49281
ENSMUSG00000004319,CLCN3
ENSMUSG00000070489,4930527J03RIK
ENSMUSG00000072640,LYRM9
ENSMUSG00000061787,RPS17
ENSMUSG00000022892,APP
ENSMUSG00000084281,GM14770
ENSMUSG00000005891,PRL4A1
ENSMUSG00000104126,GM37486
ENSMUSG00000114976,GM2333
ENSMUSG00000107721,GM44261
ENSMUSG00000086350,B230369F24RIK
ENSMUSG00000028396,2310002L09RIK
ENSMUSG00000085539,GM15561
ENSMUSG00000050010,SHISA3
ENSMUSG00000105875,GM43518
ENSMUSG00000006310,ZBTB32
ENSMUSG00000114758,GM48005
ENSMUSG00000044537,OLFR779
ENSMUSG00000051890,KLHDC1
ENSMUSG00000027416,OTOR
ENSMUSG00000021991,CACNA2D3
ENSMUSG00000082064,RPL5-PS2
ENSMUSG00000072754,LRCOL1
ENSMUSG00000115080,GM5212
ENSMUSG00000044320,1700001O22RIK
ENSMUSG00000029624,PTCD1
ENSMUSG00000106837,D630030B08RIK
ENSMUSG00000049573,OLFR780
ENSMUSG00000027351,SPRED1
ENSMUSG00000024654,ASRGL1
ENSMUSG00000083975,GM14215
ENSMUSG00000037685,ATP8A1
ENSMUSG00000108231,GM4045
ENSMUSG00000097007,4930432B10RIK
ENSMUSG00000085691,GM14216
ENSMUSG00000117130,GM49802
ENSMUSG00000117338,GM49804
ENSMUSG00000106568,GM42814
ENSMUSG00000034161,SCX
ENSMUSG00000086109,GM13391
ENSMUSG00000117263,GM35290
ENSMUSG00000115775,GM41318
ENSMUSG00000021679,S100Z
ENSMUSG00000095138,OLFR781
ENSMUSG00000086485,GM15458
ENSMUSG00000115446,GM49186
ENSMUSG00000025201,BLOC1S2-PS
ENSMUSG00000117161,GM49803
ENSMUSG00000115478,GM49198
ENSMUSG00000093504,VMN1R-PS24
ENSMUSG00000102599,GM38386
ENSMUSG00000085315,A430018G15RIK
ENSMUSG00000098640,GM14214
ENSMUSG00000106713,GM42645
ENSMUSG00000080731,RPS2-PS9
ENSMUSG00000021678,F2RL1
ENSMUSG00000027923,LCE1B
ENSMUSG00000106776,GM42646
ENSMUSG00000042510,AA986860
ENSMUSG00000022558,MROH1
ENSMUSG00000095075,OLFR782
ENSMUSG00000085846,GM15597
ENSMUSG00000106681,GM43004
ENSMUSG00000115170,VMN1R38
ENSMUSG00000043333,RHBDL2
ENSMUSG00000084790,GM15879
ENSMUSG00000100554,GM7690
ENSMUSG00000034274,THOC5
ENSMUSG00000087387,GM15420
ENSMUSG00000082132,GM13541
ENSMUSG00000107790,OLFR783-PS1
ENSMUSG00000030244,GYS2
ENSMUSG00000105223,GM43433
ENSMUSG00000060509,XCR1
ENSMUSG00000017412,CACNB4
ENSMUSG00000039512,UHRF1BP1
ENSMUSG00000038722,BUD31
ENSMUSG00000117804,GM6252
ENSMUSG00000113359,GM48730
ENSMUSG00000005981,TRAP1
ENSMUSG00000024658,GM9750
ENSMUSG00000113969,GM48731
ENSMUSG00000099473,GM18775
ENSMUSG00000021460,AUH
ENSMUSG00000023892,ZFP51
ENSMUSG00000112129,PBLD1
ENSMUSG00000091537,TMA7
ENSMUSG00000109887,GM28756
ENSMUSG00000099556,GM28857
ENSMUSG00000039630,HNRNPU
ENSMUSG00000114182,GM47019
ENSMUSG00000111148,GM2774
ENSMUSG00000047648,FBXO30
ENSMUSG00000101717,GM45784
ENSMUSG00000102001,GM28755
ENSMUSG00000081842,RAP1A-PS2
ENSMUSG00000108448,GM21269
ENSMUSG00000031351,ZFP185
ENSMUSG00000099591,GM17969
ENSMUSG00000062991,NRG1
ENSMUSG00000079356,METTL4-PS1
ENSMUSG00000109854,GM45345
ENSMUSG00000118082,GM7326
ENSMUSG00000022663,ATG3
ENSMUSG00000109879,GM10997
ENSMUSG00000110499,GM45873
ENSMUSG00000025217,BTRC
ENSMUSG00000031605,KLHL2
ENSMUSG00000087028,GM13387
ENSMUSG00000033009,OGFOD1
ENSMUSG00000025804,CCR1
ENSMUSG00000086841,2410006H16RIK
ENSMUSG00000085492,TRMT61B
ENSMUSG00000040985,SUN3
ENSMUSG00000002210,SMG9
ENSMUSG00000118563,AL732309.1
ENSMUSG00000082310,GM12904
ENSMUSG00000116532,GM5232
ENSMUSG00000025645,CCDC51
ENSMUSG00000057409,ZFP53
ENSMUSG00000086275,1700121C08RIK
ENSMUSG00000114572,GM48457
ENSMUSG00000027349,FAM98B
ENSMUSG00000052525,SPDYA
ENSMUSG00000114760,GM48006
ENSMUSG00000048376,F2R
ENSMUSG00000051354,SAMD3
ENSMUSG00000114595,GM48004
ENSMUSG00000117037,GM50433
ENSMUSG00000054102,NLRP9A
ENSMUSG00000051341,ZFP52
ENSMUSG00000028024,ENPEP
ENSMUSG00000100106,GM28856
ENSMUSG00000096167,OLFR887
ENSMUSG00000052316,LRRC15
ENSMUSG00000087030,GM16143
ENSMUSG00000097781,9330136K24RIK
ENSMUSG00000105356,GM42603
ENSMUSG00000112374,GM48072
ENSMUSG00000064039,CCR1L1
ENSMUSG00000059363,FXN
ENSMUSG00000029484,ANXA3
ENSMUSG00000037058,PAIP2
ENSMUSG00000020072,PBLD2
ENSMUSG00000085170,LRRC75AOS1
ENSMUSG00000047953,GP5
ENSMUSG00000085762,LRRC75AOS2
ENSMUSG00000024325,RING1
ENSMUSG00000092402,GM20485
ENSMUSG00000040978,GM11992
ENSMUSG00000046417,LRRC75A
ENSMUSG00000034442,TRMT5
ENSMUSG00000056692,ILRUN
ENSMUSG00000024566,ATP9B
ENSMUSG00000024617,CAMK2A
ENSMUSG00000024774,ANKRD22
ENSMUSG00000100048,GM28603
ENSMUSG00000099789,GM28565
ENSMUSG00000093628,GM20616
ENSMUSG00000001864,AIF1L
ENSMUSG00000002015,BCAP31
ENSMUSG00000038302,AFG1L
ENSMUSG00000091686,4930471C04RIK
ENSMUSG00000093772,4931403E22RIK
ENSMUSG00000118331,GM18380
ENSMUSG00000048067,OLFR1349
ENSMUSG00000066153,MUP21
ENSMUSG00000094347,OLFR784
ENSMUSG00000032609,KLHDC8B
ENSMUSG00000109578,GM16475
ENSMUSG00000035448,CCR3
ENSMUSG00000111732,OLFR785
ENSMUSG00000056078,LIPM
ENSMUSG00000095696,OLFR786
ENSMUSG00000092338,GM26940
ENSMUSG00000109304,GM45112
ENSMUSG00000109113,GM32916
ENSMUSG00000033434,GTPBP6
ENSMUSG00000005378,BUD23
ENSMUSG00000049103,CCR2
ENSMUSG00000096497,OLFR787
ENSMUSG00000087369,GM14696
ENSMUSG00000099593,GM28566
ENSMUSG00000086948,GM14697
ENSMUSG00000108911,GM45113
ENSMUSG00000044141,E130201H02RIK
ENSMUSG00000086404,GM6787
ENSMUSG00000049217,OLFR788
ENSMUSG00000102223,GM37300
ENSMUSG00000041842,FHDC1
ENSMUSG00000081042,PSMB7-PS2
ENSMUSG00000105375,GM20239
ENSMUSG00000080972,GM16061
ENSMUSG00000037805,RPL10A
ENSMUSG00000017064,PRL5A1
ENSMUSG00000095527,OLFR888
ENSMUSG00000101109,GM28697
ENSMUSG00000111273,OLFR789
ENSMUSG00000105239,GM43091
ENSMUSG00000039106,HTR5A
ENSMUSG00000068196,COL8A1
ENSMUSG00000084381,AA413626
ENSMUSG00000082793,GM9308
ENSMUSG00000104385,GM7449
ENSMUSG00000101541,GM28554
ENSMUSG00000104882,GM43096
ENSMUSG00000032925,ITGBL1
ENSMUSG00000050270,TMEM220
ENSMUSG00000102135,GM37108
ENSMUSG00000044025,OLFR790
ENSMUSG00000102710,GM4857
ENSMUSG00000103282,GM37275
ENSMUSG00000104732,GM43346
ENSMUSG00000047368,ABHD17B
ENSMUSG00000102534,GM37225
ENSMUSG00000085737,GM13442
ENSMUSG00000109466,GM7587
ENSMUSG00000102213,GM37489
ENSMUSG00000111665,A930033M14RIK
ENSMUSG00000096356,OLFR889
ENSMUSG00000082262,GM14730
ENSMUSG00000047626,OLFR791
ENSMUSG00000111213,GM47867
ENSMUSG00000094782,GM21256
ENSMUSG00000093755,VMN1R39
ENSMUSG00000050989,SELENON
ENSMUSG00000040140,TDRD6
ENSMUSG00000103695,A830029E22RIK
ENSMUSG00000094496,OLFR792
ENSMUSG00000106390,GM5551
ENSMUSG00000031993,SNX19
ENSMUSG00000108968,GM45011
ENSMUSG00000027775,MFSD1
ENSMUSG00000024354,SLC23A1
ENSMUSG00000082107,GM16216
ENSMUSG00000029813,DOXL1
ENSMUSG00000107615,OLFR793-PS1
ENSMUSG00000056696,OLFR1350
ENSMUSG00000081873,GM15197
ENSMUSG00000109502,GM18672
ENSMUSG00000117275,GM50047
ENSMUSG00000083429,GM15198
ENSMUSG00000056023,GM9989
ENSMUSG00000041642,KIF21B
ENSMUSG00000107176,GM9794
ENSMUSG00000073917,OLFR665
ENSMUSG00000100852,GM29056
ENSMUSG00000026100,MSTN
ENSMUSG00000118586,AC156021.1
ENSMUSG00000096409,OLFR890
ENSMUSG00000118055,GM50129
ENSMUSG00000106417,GM42628
ENSMUSG00000117216,GM49801
ENSMUSG00000068537,GM10242
ENSMUSG00000073761,4933427I04RIK
ENSMUSG00000024218,TAF11
ENSMUSG00000073987,GGH
ENSMUSG00000080993,GM12903
ENSMUSG00000006313,UPK1A
ENSMUSG00000028381,UGCG
ENSMUSG00000050424,PNMA5
ENSMUSG00000103217,GM38287
ENSMUSG00000078202,NRARP
ENSMUSG00000117637,GM30091
ENSMUSG00000026500,COX20
ENSMUSG00000041057,WDR43
ENSMUSG00000049305,CCDC71
ENSMUSG00000053442,4930597O21RIK
ENSMUSG00000021366,HIVEP1
ENSMUSG00000056436,CYCT
ENSMUSG00000104777,GM4865
ENSMUSG00000107634,GM36816
ENSMUSG00000107943,GM18538
ENSMUSG00000030880,POLR3E
ENSMUSG00000024215,SPDEF
ENSMUSG00000112291,GM48276
ENSMUSG00000064247,PLCXD1
ENSMUSG00000107692,GM19172
ENSMUSG00000083519,GM13674
ENSMUSG00000053641,DENND4A
ENSMUSG00000036402,GNG12
ENSMUSG00000082903,GM14083
ENSMUSG00000048720,TBC1D12
ENSMUSG00000103629,GM5694
ENSMUSG00000081007,GM11543
ENSMUSG00000067608,PCNA-PS2
ENSMUSG00000050114,PRDX6B
ENSMUSG00000091504,VMN2R118
ENSMUSG00000104694,GM43797
ENSMUSG00000081586,GM11544
ENSMUSG00000034151,ZBBX
ENSMUSG00000101398,GM2617
ENSMUSG00000043522,A430060F13RIK
ENSMUSG00000113061,RPS18-PS5
ENSMUSG00000099532,GM29098
ENSMUSG00000026564,DUSP27
ENSMUSG00000116145,5730521K06RIK
ENSMUSG00000063564,COL23A1
ENSMUSG00000033159,CNPPD1
ENSMUSG00000071640,STXBP3-PS
ENSMUSG00000116238,GM49413
ENSMUSG00000032968,INHA
ENSMUSG00000068551,ZFP467
ENSMUSG00000108113,ZIM2
ENSMUSG00000083047,GM14082
ENSMUSG00000108254,GM43908
ENSMUSG00000100141,GM6445
ENSMUSG00000022550,ADCK5
ENSMUSG00000083787,GM11644
ENSMUSG00000103731,GM17530
ENSMUSG00000095288,GM7618
ENSMUSG00000096818,GM29231
ENSMUSG00000113619,GM47118
ENSMUSG00000080895,GM11645
ENSMUSG00000113418,GM47172
ENSMUSG00000021367,EDN1
ENSMUSG00000034973,DOP1A
ENSMUSG00000118466,GM21170
ENSMUSG00000019782,RWDD1
ENSMUSG00000104707,GM43649
ENSMUSG00000024213,NUDT3
ENSMUSG00000102054,GM29373
ENSMUSG00000062028,IRGC1
ENSMUSG00000006299,AAMP
ENSMUSG00000109559,GM34280
ENSMUSG00000115848,GM9509
ENSMUSG00000101131,GM29370
ENSMUSG00000030737,SLCO2B1
ENSMUSG00000046058,EID2
ENSMUSG00000092509,GM20394
ENSMUSG00000112728,GM48903
ENSMUSG00000112796,GM40770
ENSMUSG00000006930,HAP1
ENSMUSG00000028389,ZFP37
ENSMUSG00000115621,GM8664
ENSMUSG00000095826,GM9002
ENSMUSG00000112344,GM32141
ENSMUSG00000045528,OLFR891
ENSMUSG00000112399,GM32235
ENSMUSG00000108360,GM36159
ENSMUSG00000117756,GM50320
ENSMUSG00000112081,GM9004
ENSMUSG00000116097,GM36738
ENSMUSG00000113216,GM40841
ENSMUSG00000024493,LARS
ENSMUSG00000111905,GM48045
ENSMUSG00000070705,EID2B
ENSMUSG00000108258,GM43913
ENSMUSG00000118383,GM50321
ENSMUSG00000098147,GM17798
ENSMUSG00000023912,SLC25A27
ENSMUSG00000021966,PRSS52
ENSMUSG00000111260,GM47714
ENSMUSG00000068114,CCDC134
ENSMUSG00000110431,OLFR892-PS1
ENSMUSG00000096872,SCGB2A2
ENSMUSG00000031511,ARHGEF7
ENSMUSG00000046750,SELENOV
ENSMUSG00000090785,GM17116
ENSMUSG00000092364,GM20476
ENSMUSG00000025789,ST8SIA2
ENSMUSG00000102016,GM29606
ENSMUSG00000110099,GM45344
ENSMUSG00000036198,ARHGAP36
ENSMUSG00000030688,STARD10
ENSMUSG00000040138,NDP
ENSMUSG00000049580,TSKU
ENSMUSG00000028015,CTSO
ENSMUSG00000116873,GM49577
ENSMUSG00000116788,GM5674
ENSMUSG00000043800,KIFC5C-PS
ENSMUSG00000115629,GM49235
ENSMUSG00000079227,CCR5
ENSMUSG00000101340,GM29607
ENSMUSG00000099972,GM21248
ENSMUSG00000117303,GM49889
ENSMUSG00000108375,GM45003
ENSMUSG00000101733,GM29189
ENSMUSG00000000544,GPA33
ENSMUSG00000102384,GM38143
ENSMUSG00000114163,GM32296
ENSMUSG00000037487,UBR5
ENSMUSG00000102019,GM21873
ENSMUSG00000044444,PFN3
ENSMUSG00000085230,GM16013
ENSMUSG00000031429,PSMD10
ENSMUSG00000044293,OLFR794
ENSMUSG00000021490,SLC34A1
ENSMUSG00000033658,DDX19B
ENSMUSG00000068921,DAP3
ENSMUSG00000101465,GM29190
ENSMUSG00000107555,OLFR795-PS1
ENSMUSG00000113165,GM47863
ENSMUSG00000084154,GM15644
ENSMUSG00000034271,JDP2
ENSMUSG00000052012,OLFR796
ENSMUSG00000061877,BC048679
ENSMUSG00000104285,GM37458
ENSMUSG00000107400,OLFR797-PS1
ENSMUSG00000116920,GM49575
ENSMUSG00000116571,GM49741
ENSMUSG00000028294,CFAP206
ENSMUSG00000093901,OLFR893
ENSMUSG00000116770,GM49576
ENSMUSG00000116630,RPL7A-PS4
ENSMUSG00000095002,OLFR798
ENSMUSG00000116717,GM49574
ENSMUSG00000049122,FRMD3
ENSMUSG00000104456,GM37825
ENSMUSG00000024219,ANKS1
ENSMUSG00000110834,GM39469
ENSMUSG00000106030,GM43611
ENSMUSG00000086827,4930461C15RIK
ENSMUSG00000097673,GM26608
ENSMUSG00000094734,OLFR799
ENSMUSG00000109025,GM6858
ENSMUSG00000112569,GM33111
ENSMUSG00000046287,PNMA3
ENSMUSG00000108114,OLFR800
ENSMUSG00000089949,GM16137
ENSMUSG00000089804,GM16136
ENSMUSG00000020826,NOS2
ENSMUSG00000099115,GM17190
ENSMUSG00000049916,2610318N02RIK
ENSMUSG00000112476,GM32365
ENSMUSG00000058513,OLFR801
ENSMUSG00000114133,GM20075
ENSMUSG00000051111,SV2C
ENSMUSG00000104215,RPL13-PS4
ENSMUSG00000022286,GRHL2
ENSMUSG00000101503,GM28364
ENSMUSG00000037617,SPAG1
ENSMUSG00000072753,9230020A06RIK
ENSMUSG00000061118,DNAJC30
ENSMUSG00000111450,GM33351
ENSMUSG00000029204,RHOH
ENSMUSG00000087116,GM12324
ENSMUSG00000040731,EIF4H
ENSMUSG00000040586,OFD1
ENSMUSG00000046807,LRRC75B
ENSMUSG00000022212,CPNE6
ENSMUSG00000021919,CHAT
ENSMUSG00000020131,PCSK4
ENSMUSG00000021693,KIF2A
ENSMUSG00000037375,HHAT
ENSMUSG00000036580,SPG20
ENSMUSG00000027419,PCSK2
ENSMUSG00000021476,HABP4
ENSMUSG00000045608,DBX2
ENSMUSG00000024485,SLC4A9
ENSMUSG00000098322,5830468F06RIK
ENSMUSG00000102615,GM37844
ENSMUSG00000055675,KBTBD11
ENSMUSG00000109847,GM45278
ENSMUSG00000079317,TRAPPC2
ENSMUSG00000005355,CASP14
ENSMUSG00000032180,TMED1
ENSMUSG00000109722,GM10578
ENSMUSG00000112071,5430401H09RIK
ENSMUSG00000034022,CPSF1
ENSMUSG00000029337,FGF5
ENSMUSG00000010476,EBF3
ENSMUSG00000056131,PGM3
ENSMUSG00000078753,SCGB1B24
ENSMUSG00000089811,GM16138
ENSMUSG00000032531,AMOTL2
ENSMUSG00000105197,GM43446
ENSMUSG00000106266,GM43447
ENSMUSG00000106416,GM5857
ENSMUSG00000073878,GM13304
ENSMUSG00000031378,ABCD1
ENSMUSG00000096699,RPS19-PS4
ENSMUSG00000066097,CYP2J11
ENSMUSG00000086171,PCSK2OS1
ENSMUSG00000085095,GM15635
ENSMUSG00000082745,GM15181
ENSMUSG00000087115,PCSK2OS2
ENSMUSG00000028417,TAL2
ENSMUSG00000087577,GM13299
ENSMUSG00000017491,RARB
ENSMUSG00000107254,GM43769
ENSMUSG00000094162,CCL19-PS3
ENSMUSG00000106273,GM43767
ENSMUSG00000007987,IFT22
ENSMUSG00000108728,OR5BS1P
ENSMUSG00000057816,CFAP299
ENSMUSG00000084403,RPS15A-PS8
ENSMUSG00000059555,TOR4A
ENSMUSG00000054766,SET
ENSMUSG00000114891,GM47272
ENSMUSG00000103206,GM8515
ENSMUSG00000002233,RHOC
ENSMUSG00000114756,GM47273
ENSMUSG00000103606,GM412
ENSMUSG00000006179,PRSS16
ENSMUSG00000102746,GM37601
ENSMUSG00000062284,GM6030
ENSMUSG00000021254,GPATCH2L
ENSMUSG00000067101,1700010H22RIK
ENSMUSG00000028420,TMEM38B
ENSMUSG00000025190,GOT1
ENSMUSG00000024174,POT1B
ENSMUSG00000104545,E030032P16RIK
ENSMUSG00000058248,KCNH1
ENSMUSG00000036480,PRSS56
ENSMUSG00000030019,FBXL14
ENSMUSG00000104453,GM37829
ENSMUSG00000030170,WNT5B
ENSMUSG00000070311,OLFR894
ENSMUSG00000113195,GM48586
ENSMUSG00000113687,GM49703
ENSMUSG00000086952,GM12596
ENSMUSG00000097277,2900076A07RIK
ENSMUSG00000021180,RPS6KA5
ENSMUSG00000102152,GM37475
ENSMUSG00000097794,GM2990
ENSMUSG00000100241,SLC18A3
ENSMUSG00000104477,GM18717
ENSMUSG00000021135,SLC10A1
ENSMUSG00000068890,LCE1A2
ENSMUSG00000081714,GM12782
ENSMUSG00000033581,IGF2BP2
ENSMUSG00000091924,VMN1R185
ENSMUSG00000103243,LCE1D
ENSMUSG00000116796,GM49784
ENSMUSG00000023845,LNPEP
ENSMUSG00000042092,LCE1C
ENSMUSG00000017485,TOP2B
ENSMUSG00000115811,GM41293
ENSMUSG00000081048,GM11760
ENSMUSG00000074829,2010315B03RIK
ENSMUSG00000080813,GM14828
ENSMUSG00000096932,5033403F01RIK
ENSMUSG00000083936,GM14829
ENSMUSG00000033029,1700088E04RIK
ENSMUSG00000107206,GM42736
ENSMUSG00000082907,GM14832
ENSMUSG00000085363,GM15478
ENSMUSG00000028717,TAL1
ENSMUSG00000040151,HS2ST1
ENSMUSG00000107136,GM42466
ENSMUSG00000059327,EDA
ENSMUSG00000107041,GM42735
ENSMUSG00000028646,RRAGC
ENSMUSG00000106859,GM42737
ENSMUSG00000097488,4732487G21RIK
ENSMUSG00000087261,GM15477
ENSMUSG00000001794,CAPNS1
ENSMUSG00000118021,GM50130
ENSMUSG00000021432,SLC35B3
ENSMUSG00000046318,CCBE1
ENSMUSG00000024754,CEMIP2
ENSMUSG00000053646,PLXNB1
ENSMUSG00000105532,GM5279
ENSMUSG00000117237,GM18648
ENSMUSG00000075229,CCDC58
ENSMUSG00000031310,ZMYM3
ENSMUSG00000104903,GM43707
ENSMUSG00000106057,GM43560
ENSMUSG00000027895,KCNC4
ENSMUSG00000100475,GM29543
ENSMUSG00000027347,RASGRP1
ENSMUSG00000113743,GM8712
ENSMUSG00000029335,BMP3
ENSMUSG00000091478,GM10039
ENSMUSG00000021816,PPP3CB
ENSMUSG00000021697,DEPDC1B
ENSMUSG00000103345,GM10723
ENSMUSG00000102846,GM10292
ENSMUSG00000028647,MYCBP
ENSMUSG00000027777,SCHIP1
ENSMUSG00000038663,FSD2
ENSMUSG00000020120,PLEK
ENSMUSG00000040354,MARS
ENSMUSG00000087176,D230022J07RIK
ENSMUSG00000031783,POLR2C
ENSMUSG00000037072,SELENOF
ENSMUSG00000107049,GM43771
ENSMUSG00000029205,CHRNA9
ENSMUSG00000085768,GM13707
ENSMUSG00000116818,GM7513
ENSMUSG00000118138,GM50322
ENSMUSG00000116892,GM49787
ENSMUSG00000093866,OLFR802
ENSMUSG00000111438,RPS2-PS12
ENSMUSG00000085875,GM12905
ENSMUSG00000111413,GM47716
ENSMUSG00000111249,GM47717
ENSMUSG00000082515,GM12902
ENSMUSG00000111867,GM31013
ENSMUSG00000046041,OLFR803
ENSMUSG00000108725,GM45004
ENSMUSG00000040785,TTC3
ENSMUSG00000097817,GM26810
ENSMUSG00000105166,GM42629
ENSMUSG00000105278,GM42630
ENSMUSG00000095401,OLFR804
ENSMUSG00000042895,ABRA
ENSMUSG00000042817,FLT3
ENSMUSG00000117764,GM50143
ENSMUSG00000106768,4930480C01RIK
ENSMUSG00000022177,HAUS4
ENSMUSG00000085055,GM15958
ENSMUSG00000109613,GM45405
ENSMUSG00000116083,GM5469
ENSMUSG00000110157,GM32507
ENSMUSG00000116215,GM5470
ENSMUSG00000094651,GAL3ST2
ENSMUSG00000111983,GM48666
ENSMUSG00000097908,4933404O12RIK
ENSMUSG00000114243,GM48163
ENSMUSG00000114463,GM48162
ENSMUSG00000104481,GM38063
ENSMUSG00000020982,NEMF
ENSMUSG00000025521,TMEM192
ENSMUSG00000048038,CCDC187
ENSMUSG00000036816,ATOH7
ENSMUSG00000086779,GM13562
ENSMUSG00000067931,ZFP948
ENSMUSG00000022035,CCDC25
ENSMUSG00000025038,EFHC2
ENSMUSG00000068536,DOXL2
ENSMUSG00000036281,SNAPC4
ENSMUSG00000111373,GM48818
ENSMUSG00000025644,GM7628
ENSMUSG00000085659,GM12325
ENSMUSG00000044629,CNRIP1
ENSMUSG00000117662,GM4013
ENSMUSG00000085251,GM12326
ENSMUSG00000116058,GM8843
ENSMUSG00000033020,POLR2F
ENSMUSG00000117209,GM49954
ENSMUSG00000105712,GM5712
ENSMUSG00000101660,GM18666
ENSMUSG00000064280,CCDC146
ENSMUSG00000113250,GM48585
ENSMUSG00000106258,RPL7A-PS7
ENSMUSG00000084897,GM14226
ENSMUSG00000048497,MMGT2
ENSMUSG00000027596,A
ENSMUSG00000113249,GM33312
ENSMUSG00000040276,PACSIN1
ENSMUSG00000093805,GAL3ST2B
ENSMUSG00000026415,FCAMR
ENSMUSG00000083752,GM12014
ENSMUSG00000106092,GM43072
ENSMUSG00000099994,1700024B18RIK
ENSMUSG00000041220,ELOVL6
ENSMUSG00000021692,DIMT1
ENSMUSG00000108568,OLFR277-PS1
ENSMUSG00000031645,F11
ENSMUSG00000081858,GM14514
ENSMUSG00000114970,GM49069
ENSMUSG00000082738,GM15422
ENSMUSG00000097228,GM26597
ENSMUSG00000063582,OLFR666
ENSMUSG00000040631,DOK4
ENSMUSG00000025551,FGF14
ENSMUSG00000098201,GM26983
ENSMUSG00000034266,BATF
ENSMUSG00000022991,LALBA
ENSMUSG00000109734,GM45272
ENSMUSG00000051285,PCMTD1
ENSMUSG00000035868,ZFP983
ENSMUSG00000020898,CTC1
ENSMUSG00000117070,GM41541
ENSMUSG00000110330,GM45275
ENSMUSG00000055493,EPM2A
ENSMUSG00000027669,GNB4
ENSMUSG00000117013,GM30531
ENSMUSG00000025408,DDIT3
ENSMUSG00000056782,OLFR667
ENSMUSG00000033039,MICALL1
ENSMUSG00000110378,GM45242
ENSMUSG00000108805,OLFR278-PS1
ENSMUSG00000054036,OLFR279
ENSMUSG00000109759,1700011L03RIK
ENSMUSG00000057770,OLFR668
ENSMUSG00000018599,MIEF2
ENSMUSG00000090242,RPL17-PS11
ENSMUSG00000027593,RALY
ENSMUSG00000113000,GM6049
ENSMUSG00000104955,1700016F12RIK
ENSMUSG00000087071,TRP73OS
ENSMUSG00000113367,GM47125
